"user_id","product_id","review_id","rating","review_text","sentiment_id"
,B09R1TMP83,R19HQIUC235ZLT,5.0,"The media could not be loaded. Muy recomendable para todo tipo de organización Sirve para cuartos , baños , cocina , cabinas faciales Fácil de armar El material es muy bueno",
,B00WR23VRI,R19I67MPDM70S0,1.0,Purchased 04/24 printed 40 pages and black cartridge is now empty. Very disappointed.,
,B00S1TC442,R19KC7WBPSVASS,5.0,"Are you in search of a versatile and practical duvet insert? Look no further as this product is perfect for you. It is suitable for those who have started to accumulate many duvets and require an insert that delivers quality and value. This particular duvet insert has loops on all four corners to ensure it stays in place, providing just the right amount of warmth for spring and summer. For people living in states that are not too cold, this duvet insert could also work for fall. However, it is not suitable for winter as it is not extremely warm. Overall, if you are looking for a duvet insert that is comfortable, practical, and affordable, this product is definitely worth considering.",
,B097PTBB5V,R19KCI0MUOK5Q2,5.0,I left my charger at my work and I need my laptop to finish my PowerPoint and etc. Thank god for overnight delivery! Or I’ll never be able to finish my work! The charger work so good! Its nice!,
,B019QBOG3U,R19KXCL7A1W26X,4.0,"These pens are wonderful at first, but then not even half way through the ink they go dry. Which is too bad because I love the color. I love how comfortable they are to write with too. This stinks!",
,B09PQF39PG,R19L551EO43RHN,1.0,"Would not buy again ,,, worked two months.",
,B085VQVPJK,R19LZWV9XCXYMP,5.0,"Very easy setup and installation, extended my WiFi the my 2nd floor with no issues",
,B00M382RJO,R19NE4MIMHTEKP,5.0,As I sever I go through a lot of pens! These are great and I love the fun colors. They also look great in my pouch.,
,B08DTH86Q2,R19P0XZAU7ON5J,5.0,"These pillows were a great purchase. Very satisfied and great value. Nice and plump, allows me to sleep very comfortably.",
,B07H4GKHJ1,R19P4UZ1O8U9EK,5.0,Just what I needed.,
,B09MY5FF73,R19PI2FCF643OG,1.0,worked for three months and then literally broke during regular use. the tines were stuck to the rest with some kind of glue.,
,B09SYP1YXP,R19PL0228JA3AF,5.0,Cord is much longer than the factory cord and very high quality. I’m very happy with the cord.,
,B0C59BYVTQ,R19QNFU5LDFY59,5.0,"This water bottle has multiple ways to drink, easy to clean as well",
,B073H8STZ7,R19QRZ35Q7EWHM,4.0,"This blanket not only looks good, it feels good and you are comfortably warm underneath it. Not hot, just comfortably worn. It’s a good choice.",
,B09SYP1YXP,R19R84HX4TMCNQ,1.0,Charger stopped working after 2 months,
,B010A7TZ76,R19RL3U6OQG9AF,1.0,"They cheap out and don't send a USB cable, and the cable port is printer-specific so I can't just use a USB A or C cable. Wi-fi setup does not work and keep erroring out. Now I have to wait another 2 days for the cable to arrive and the emergency print I needed cannot be done. Avoid this garbage.",
,B09MY5FF73,R19RTXXXJ8W7NE,5.0,I wanted another charger for my macbook to take on the go. This one looks and works just like the original charger that came with my macbook air. It is a powerful charger for my laptop and phone.,
,B07H3QKN2Z,R19S9SXYHY3Z4P,5.0,Did my usual test. Paper towel and it passed with flying colors.,
,B09C1Z7MYL,R19TJRVE4FIO54,5.0,Very nice quality. And great price for the amount of cards.,
,B073ZY6XH3,R19TS6D14ERKGE,5.0,"I just found out I needed a mattress pad. When I say this thing is comfortable and made me sleep like a newborn and it did its job well. In my opinion, this is quite better than getting a new mattress, plus I had a huge coffee stain on my mattress, so I also got it because it was a little embarrassing to see.",
,B00Q7OAN50,R19U61TL09RVZY,4.0,"Colors are true to image. Deep pockets, ideal for mattresses with foam topper. Has slight smell and off texture out of the bag, but remedied with washing. Take time folding and storing. Fabric holds wrinkles.",
,B0004F7GUI,R19U852HIXI116,1.0,"1/3 is dry or has no tip",
,B08LR3PDXQ,R19W5XRAOB1V5T,2.0,I loved this charger and it worked really well at first but after a month it just stopped.,
,B0874M3KW4,R19W8GHB9VNZY5,1.0,"I don’t write reviews unless it’s really bad. So highly rated but so misleading. I spent extra money getting this here immediately so I could actually work in the morning. I am desperate to switch out an old splitter that went bad after a decade of use. I checked all the specs and everything supposedly matched perfectly with two of my laptops. Neither one works. The directions to make this work? “Avoid dropping.” “Do not disassemble.” “Do not expose to liquids.” “The safest and safest charge, use original or certified cables.” Directions to download any drivers or link the splitter to anything… nope. You’re gonna have to return it. Customer service? DE, ES, FE, IT, PT, RU, JP, KO… I’m not so stupid as to think that English is anywhere near top of the language heap but even anker.com/support automatically changes to a anker.com/download and only gives you a declaration of conformity and the same exact no-help “directions” that are included with the item. There is no actual support for the item. What a complete waste of time.",
,B0BHZT5S12,R19XBIEDY0XKY7,5.0,"7 years makes a different. Faster, great screen. I like the Amazon world but still wished for more apps. But you can't beat any Fire tablet for the price, bought on sale and traded in my 2017 for $30. Also have previous 8"" HD. Thie is much nicer. I use it to read newspapers. Also have latest iPad. Pretty comparable except apps.",
,B073H4VVC7,R19Y14TEHBPA55,3.0,I ordered this because it was to be here next day.. it took 3 days..I tried to cancel it because it wouldn't get here in time..that didn't happen.. then when it finally arrived..its all tore apart. I'll not buy this again.,
,B08MQRQTKJ,R19Y8JP2EONZDN,5.0,Got these for my 5th grader and he liked the colors and I loved that they came with lead already. Great eraser and they seem to be holding up well at school.,
,B001AFL8GY,R19Z24BW1LSMX6,2.0,I didn’t like that the paper had been opened. I Cant tell if paper is missing or not . Im not going to count it.,
,B0BCF2VC6M,R19ZYHW8VDCJTQ,5.0,appearance✔️,
,B09MKPDJRT,R1A07LHL7KUREH,5.0,"I bought the fan to keep my dogs cool while my sister and I are at work since we live in PA and don’t have central air. I will say if your bed is tall get a box or something to sit the fan on so it can blow right at you. On level 4 aimed right at my bed not only does it keep me and all 4 of our dogs nice and cool, but we even have to use a blanket! I’ll be buying 2 more for our other bedrooms!!! 10/10 super easy to put together, no tools required.",
,B0113UZJE2,R1A2XQUBZBMDOI,5.0,"It is good. It does good,seems made good too. I would recommend",
,B08YHCZNC6,R1A2ZI3FJEUZC1,2.0,Needs to be updated. Only 45% of these features actually work. To screenshot it is command+shift+4,
,B019QBOG3U,R1A4HIXDO2PXUH,5.0,These are exactly what my spouse wanted and work perfectly.,
,B000J07BRQ,R1A59FDJYHJ921,5.0,Each dispenser is self contained but can be kept for refills. Much easier to handle than the bigger ones. Great for small hands.,
,B09T3T1FYN,R1A5A205SCE2AX,5.0,"I live in a pretty nice apartment in Midtown Manhattan NYC. I’ve had a gnat problem For a while now, where they are just bothersome and very difficult to find where they are originating from. I decided to try this insect trap out because the price was OK and it had good reviews and video. So, in, less than a month this is what accumulated. We’re seeing much less gnats around and being much less bothered by them.",
,B08MBFPFCQ,R1A5X67BHUWELX,2.0,Pen dry / empty after 1 month of use. Other pen not very dark. Who made these?,
,B081RNNR62,R1A65ZIEVR4GY9,5.0,"New in box, fast shipping too",
,B0BRTGTH8R,R1A66Y7H411N97,5.0,The flowers we realistically colored and assembled with ease. Wish I had got more of them.,
,B00V5DG6IQ,R1A6AWVVXICI16,5.0,"They're files! Good size, nice tabs for naming each file, multiple colors, and they fit will in a metal cabinet",
,B09GHV6G55,R1A6OF80GVRY3U,5.0,"I bought this as a replacement for another charger that I bought, which was very loose, and I was happy to find that this charger fit, snug, didn’t overheat, and charged rather quickly. The part where you plug it into the wall is very sturdy and when you plug it in it doesn’t wiggle around at all. High-quality.",
,B08JPHHV61,R1A6QPF9PM5KFF,5.0,Works great,
,B0BTD3X96N,R1A7CKLYW1S698,4.0,"I bought this docking station for my home office. Connecting 2 monitors works very well, so is the power charging function is good. However when I connect a USB device to the docking station such as Logitech wireless mouse/keyboard combo, it work intermittently (at best). I thought it’s a distant or a line of sight. I reduced the distance to less than 6 inches, and a direct line of sight. Neither measure worked. However, if I plug in the USB device directly in the laptop, it works very well at a great distance and without a direct line of sight. My business office uses a Dell docking station (Dell laptop) and doesn’t have the same problem. The other feedback, I wish if the attached USB C cable is 6” longer to give more flexibility. It’s still worth the low cost, it allows me to be a lot more productive.",
,B09PQF39PG,R1A7LS5W5P59LA,5.0,Kills flys as advertised,
,B00464740A,R1A8F8LS9BDIT9,1.0,This is the worst Scotch Tape I have ever purchased and I buy them all the time. Doesn't have any stickiness to it at all. Don't recommend.,
,B0113UZJE2,R1A8FPEJBLVQ89,1.0,"I know this is a budget scale, but it stopped working after 2 years of occasional use. The display flashes until the batteries are removed and then put back in. It works fine after that but is a bit of a pain to constantly do.",
,B082X6TSZX,R1AAQ97FXDFCEJ,5.0,I found a couple of HP labtop second hand and this was the correct charger to power them up,
,B09T3T1FYN,R1ABBIMSTN49RD,5.0,We have now purchased two more to have around the house. Help so much for gnats and flies.,
,B06XSB4M8J,R1ACIQMITQ1P0G,5.0,The media could not be loaded. Absolutely love this sublimation paper. I won’t use anything different. Colors come out bright & beautiful.,
,B09HZ5GTBP,R1AD2TU7H6WYD,3.0,Stopped working after 3 months,
,B0030MIHAU,R1ADPHIO16AEEB,5.0,"I have always hated weeding. Although, it was gratifying when you had a nice weed free lawn. BUT after receiving this, I find myself going outside looking for weeds. I'm not sure if I'm doing that because I now enjoy weeding or if I'm doing it to see who will win - the weed or the weeder. This has far exceeded my expectation. Bring on the weeds...I'm ready for them!",
,B09BG6DSBY,R1AGBDTNTR82G8,2.0,"Write down all passwords and pins. Because you CAN NOT RESET YOUR PASSWORD WITHOUT WIFI. You can't fix problems with wifi from the kids side. Creating a paradox that you can't get in without a password to fix the wifi you need to reset the password. I just have spent some time online trying to figure it out. Basically I have to factory reset and start from scratch. Thanks Amazon, good one, I am not happy about spending this time to reset. And my daughter is going to be upset that everything is gone, and she has to start from scratch. Super security there amazon, I can't even get in my own devices. I really wish I could say this is my only problem, but in 4 months there have been a few issues.",
,B082MY2MX3,R1AHFZE8D7972L,5.0,"Works great, nice size. Definitely worth the price.",
,B07N3G1P55,R1AI0MT0FL7R6N,1.0,I put the blue (cyan) cartridge in my printer and it is defective. It was a package of all three colors and now I need to go out and get a blue cartridge so that my printer will work,
,B0CRKJJJMN,R1AJHPGSVMZDG2,5.0,This are very thick and look amazing,
,B09JNRXJD6,R1ALSJWW6EDJZ7,3.0,I was very disappointed and dissatisfied with the box that this came in. It was bent in many places. The cup was not suitable for the box and the price was more then others...,
,B0BG53HYHW,R1AMHITZPW1GBL,5.0,Satisfied,
,B01LYHE49W,R1AOEC6DGYRC1J,4.0,"It's nice to buy some relatively sturdy and reliable 1/3 cut file folders. The brand name version costs more, basically for the name, which isn't worth its higher prices.",
,B0BNLJHFS2,R1APGBPGU2IG0X,3.0,I expected this to be the size of the picture but I was disappointed but overall it was pretty,
,B0B5SW6381,R1APTD3FTIWV4D,4.0,Helps to gain height on a seat,
,B097PTBB5V,R1APTRDZOOJJPP,1.0,"Left my charger in another city. Bought this for my 2018 macbook pro - within days, my computer starting overheating and the battery compromised. Spend some extra money, get something that won't fry your computer.",
,B0B2J7WSDK,R1AR5Q4ODSVVZO,1.0,"Set the router up before going on vacation and it worked great in the hotel. When we got to our 2nd hotel, it was a brick. Cannot connect to it, cannot factory reset, it just sits and blinks. There are instructions to De-brick it but requires a computer, ethernet cable etc. Threw it in the trash...",
,B01BYKV7I8,R1ARBFFTW7CTMY,5.0,These were perfect for my printer. I needed them as soon as possible.,
,B01M7WZFAS,R1ARCOUIX33DOV,1.0,I followed the instructions and my descale light won’t turn off on my machine,
,B0C8VXLW37,R1ASDNHYF108ZR,5.0,I think it's the perfect size,
,B09688VRYZ,R1ATSFM8AAGCUC,1.0,"Had the charger for a little over a month and the tip broke off inside my laptop. Had to use pliers to remove it. Luckily it did not damage my laptop, but definitely a cheap product.",
,B084131T6G,R1AX4D7ZKFD624,1.0,"Was supposed to fit my dealer printer, but it didn’t. Had to return it",
,B0B24QJ217,R1AY3V76QSO619,5.0,"Smells great, looks good and still filling room with its fragrance after almost 3 months of use. No need to turn reeds over to enhance fragrance like many other brands I’ve purchased.",
,B08MBFPFCQ,R1AY8W61XBAU4Q,5.0,like the variety of marker sizes and cost. so far they still lasting after a month and use every day,
,B0BLSCY6PR,R1AZZKB0J7C2Q1,5.0,"The instructions were clear and installation was easy. Once the adhesive set, the shower caddy is very sturdy and can hold a substantial amount of weight.",
,B08R67QLTM,R1B05C42MA5U34,5.0,Worked perfectly and received quickly,
,B00002N66H,R1B0MJU6737ULO,5.0,Loved how easy this was to use! It has a good grip and does not require a lot of pressure. Used it to trim My hydrangeas.,
,B099Z8HLHT,R1B0YEQTMIMDIH,5.0,It is fast and serves my needs.I highly recommend it.A great value for the money.,
,B09BVKYWJ5,R1B11MD4WTVX2L,5.0,"This replacement MacBook power cord/charger was a blessing when my original decided to konk out midway through a vacation. Happy with the cord length, which is a bit longer than the Apple version.",
,B09688VRYZ,R1B1N5QLX7M0S9,5.0,"Works great, affordable price",
,B08BZFRQLS,R1B49RA11C0AYD,3.0,"Great for the price, but be aware it does NOT come with the hooks required.",
,B0B1CNJL7N,R1B4UM0IHHO7EQ,4.0,Pretty and easy. Love it,
,B07MGTL6L9,R1B5FOWWDJJJSK,5.0,"The charger came as expected, and is a super durable and thick cord. I travel for work, and this charger fits great in a travel bag.",
,B0BCF2VC6M,R1B6MVWDWRC6TX,5.0,"Super cute, works well! A little smaller than I would have liked, but overall very happy with it.",
,B08NJ6VF9T,R1B7GTCOZPLAZN,4.0,I like everything about this product,
,B082X6TSZX,R1B7XDZUSXCKS1,5.0,Charged nicely.,
,B0BRTGTH8R,R1B9UPPVOXL7DE,5.0,"Bought for Grand daughter's Graduation from College, she loved it, can keep it forever.",
,B08QRFZ6TH,R1B9VQQMQLGP9A,1.0,Smaller than you realize.,
,B07H3QKN2Z,R1BANVJTOOLQ05,5.0,"Just what I was looking for. It’s heavy duty, handles are comfortable, and cuts well. Good quality!",
,B0004F7GUI,R1BCA2UH6TV9H1,5.0,Good,
,B0BL8WSCH3,R1BCHP8CK04N8Y,1.0,I tot there would be an app where my kids could watch YouTube kids. But there isn’t. My son won’t even use the tablet and rather have my phone. 🙄,
,B06Y2JFKBG,R1BCPNBBZCEM67,5.0,These pillow cases are made ample size for larger pillows and quite soft. They wash and dry very well.,
,B0CPFV6S28,R1BCV4D9WAXVIB,5.0,Amazing paper flowers,
,B01BYKD628,R1BDLOGYE847V5,1.0,My ink cartridge was damaged. Put it in the printer and would not work. Lost the opportunity to do a return because the window closed two days ago. Very frustrating because you spend a good amount of money and now I can’t even use it. It’s a waste.,
,B0B45RTFQH,R1BDNWPF7WDPLQ,5.0,Got some for my bday and had to reorder!,
,B09JNRXJD6,R1BEB4EYKKBFNK,3.0,So I bought the cup for my mom and it is kinda boring- it barley has any design on the back and dose not look as cool as it dose on the picture it is a solid cup tho and it is good.,
,B0C59BYVTQ,R1BG05WYFJSR51,5.0,The large size is perfect for exercise class and it’s spill proof!,
,B09NC734FV,R1BHHTLDEH1ALW,3.0,"I was drawn to the vibrant design of this sticker decal and was excited to decorate my laptop with it. However, I found that the adhesive to be lacking as it started peeling off after just a few days of use. Despite multiple attempts to reapply it, the sticker wouldn't stay in place for long. Disappointed with the adhesive quality, as the design itself is excellent.",
,B0C59BYVTQ,R1BHLK6BDSPGJN,2.0,"Is that you can’t put hot liquid like coffee in it, which of course, was the reason I bought it.",
,B07SRRQS5B,R1BI42VE2SPG32,5.0,"Absolutely love love love this memory foam travel neck pillow! It's a game-changer for long journeys, providing unparalleled comfort and support. The memory foam molds perfectly to my neck, relieving pressure points and ensuring a restful sleep. Plus, the soft, plush cover adds an extra layer of coziness. Compact and easy to carry, this pillow has become my must-have travel companion. Say goodbye to stiff necks and hello to blissful travels!",
,B08JPHHV61,R1BI81WW5MP3CX,1.0,Don’t waste your money. This charger makes high pitched noises when plugged in AND completely died after only 8 months of use. SO frustrated.,
,B0BLGS645W,R1BIF6D14G50KU,5.0,Have purchased 4 for grandchildren and they love them! Have lots of learning activities to pick from. Great for road trips.,
,B01LYNW421,R1BIR1CK0WUBV2,2.0,Pillows are not as fluffy as the pictures .They are actually pretty flat. Need more filling. Very disappointed in the price for the quality.,
,B08JPHHV61,R1BIXSH45M5MGO,3.0,The price was great but I expected it to last more than 4 months. Guess you get what you pay for. I would like to return it but Amazon return window is closed. Very disappointed,
,B07PCQKTCN,R1BL7OLH9NJOX5,5.0,"The color was exactly as pictured, soft, good quality. Very happy it matched my sheets and curtains. Would recommend highly.",
,B07DY16W2Z,R1BM3PYZOBMGRH,5.0,It Works,
,B08MBFPFCQ,R1BNGAC8PJPRDV,5.0,These are perfect for what I need them for. I will buy more of them.,
,B003O2RXUQ,R1BOSDLRD22UHR,5.0,I love this notebook. It’s reasonably priced and it’s perfect for my 5 college courses. I’d definitely recommend 10/10,
,B0BLGS645W,R1BP31CBM9JR6L,2.0,"If you want to download things from google play, or even take advantage of your YouTube premium to download videos to watch offline, look elsewhere. This has some nice features that can be great in the right circumstances, but it’s not for me and my kid. Slap on top of that unintuitive processes to give kids access, inability to know what can be power to the kids profile (like prime video downloads can’t be used in the kids profile), and terrible performance of the tablet itself, I can’t recommend it.  A tablet shouldn’t be built so much for kids that parents can’t do anything to make it work the way they want.",
,B000MVV6AA,R1BQ5W7OR6751M,5.0,"Its Tape. It sticks, but its so sticky you can't unstick it as needed. It rolls out easily. It rips easily. Its easy peasy.",
,B06ZY9LP74,R1BQBAEQPZKR3B,5.0,IT WORKS GREAT ON MY PRINTER,
,B01BYKV7I8,R1BRPTWLCHKQ6Z,3.0,The claim that u get 100 pages in black and 125 in color is straight up BS! If I'm lucky I might get 30 pages in black! The color seems to last longer but no where close 125!,
,B0722L14L3,R1BTRZJX1PT14,2.0,This product is not for any files whoch would be used frequently. This is probably my error becasue I should have looked for a sturdy product. These files can work for simple sorting of data or for file notes but for info retrieval they are very disappointing. Would not buy this product again. I also do not believe the product brand because the three cut files are not cnsistent. I gacve to my little ones to play office.,
,B07L4JCG7T,R1BUGQRGF9OKOX,5.0,Nice looking hard cover - the elastic to hold pages is very helpful - paper is sturdy - Im pleased,
,B0CX23V2ZK,R1BV10PPC44TR5,5.0,I love it!,
,B000Q5ZGIA,R1BVTWZ906M7OI,5.0,I like Bic products. These highlights are bright as they need to be and they all work well. It doesn’t smear and it dries real quick. It is lightweight and does a nice job as a student.,
,B08438H4GM,R1BX0LLPDZBEDE,2.0,Item returned,
,B00V5DG6IQ,R1BX1ZGZH53QUR,5.0,Love the product and great price,
,B000PGE032,R1BYVIPVA482LT,5.0,Wow! Very good!I as soon as spray that my yard I never get bugs bites!,
,B010A7TZ76,R1BZD16UWFF79N,1.0,I have had this for a month and I still can’t get it to work. I have followed the instructions multiple times. Looked up the troubleshooting online. I called my nephew over to try. I probably should have sent it back.,
,B07S6CBQJG,R1BZOCCM3BRQUN,5.0,"If you're in need of a dependable replacement charger for your MacBook Air or older MacBook Pro, look no further than this AC 45W Power T-Tip Connector Adapter. I recently purchased this charger for my MacBook Pro 13-inch (2014 model), and I couldn't be more pleased with its performance.  First and foremost, compatibility is key, and this charger is specifically designed for MacBook Air/Pro models from 2012 to 2017. It's reassuring to know that I can trust it to power my laptop without any compatibility issues (We all know how Apple can be).  In terms of functionality, this charger delivers exactly what it promises. The 45W power output ensures a fast and efficient charge, allowing me to quickly replenish my MacBook's battery when needed. The T-Tip connector shape provides a secure and stable connection, minimizing the risk of accidental disconnection. It is the mag-charge so I never fear of ripping my laptop off my desk due to getting tangled up in the charging cable, it pops right off.  One of the standout features of this charger is its durability. The sturdy construction and high-quality materials inspire confidence that it will withstand the rigors of daily use. Plus, the compact design makes it convenient to carry in my bag or keep on my desk without taking up too much space.  Overall, the AC 45W Power T-Tip Connector Adapter is a reliable and affordable solution for anyone in need of a replacement charger for their MacBook Air/Pro. With its compatibility, fast charging capabilities, and durable construction, it's a must-have accessory for any MacBook Air/Pro owner. Highly recommended!",
,B0CRKJJJMN,R1C0PX8XLF2K57,2.0,"Cute cards for my daughters birthday, however low rating because we received no stickers, only 16 envelopes, and 32 cards.",
,B0B3CDZLTB,R1C3M6V8ZCJRUH,5.0,Like,
,B001AFL8GY,R1C4FAUSJULG7J,5.0,Perfect as usual,
,B09NPF2M3Z,R1C5GXJ6NTQXFV,5.0,Great value and variety. So fun to go through and find your favorite designs!,
,B082PMRSBK,R1C5QUFXUYFNQX,5.0,I love these pens. No issues with smears. Use them all day long.,
,B09BFQG17F,R1C6QNWH79KPWE,5.0,I have bought several of these and I really like them. I wash them on the delicate cycle and hang to dry. I use a different one every week. They hold up really well and are great for your skin and hair.,
,B01BYKUI9C,R1C6SJNAH5B8TO,5.0,n/a,
,B07R8D1RHS,R1C7OILIM8EGOD,5.0,Nice thick and yet clear sheet protectors.,
,B0CN8TJ5V2,R1C7Z6OA46TVTM,5.0,"What a beautiful, detailed card! Plan on ordering more for some special lady friends!",
,B0BPSGJN7T,R1C852CNEVLM8S,5.0,It was very easy to set up and works as expected.,
,B08PDNCMMN,R1C8E6122A6491,3.0,"I purchased two, however, one won't hold a charge. $50 item that Amazon won't exchange.",
,B085VQVPJK,R1C8PUEI8KYCNR,5.0,These work great. I would recommend them.,
,B082KP92DF,R1CAWX6K4C0S6A,5.0,Good quality shower curtain liner.,
,B007E83LUM,R1CB5Y0OB591KW,1.0,I haven't caught a thing. It's been over a week. The basic mouse traps that snap down are the only thing working. Don't waste your money.,
,B09MKPDJRT,R1CBLPM4T9JN2R,1.0,"Have no idea why this got so many great reviews. Yes quiet, but I am not after that I am after a powerful fan that keeps me cool. It is really weak and going to get a regular fan vs this. sending back for full refund.",
,B0BNLJHFS2,R1CDB6Y9YQ4VEA,5.0,Gift for Mother’s Day,
,B08LR3PDXQ,R1CDBUP0CAQ7MK,2.0,"This charger looks like it should work with a Chromebook. I checked the model number before buying it and it had the USB-C type plug. However, it seemed to drain the battery or not charge and over the course of a few months the Chromebook actually died and would not charge at all anymore with this or any other cord. IT seems to think the battery was permanently damaged by this adapter.",
,B07QK9C9KT,R1CE80BRZW4LVO,2.0,It is difficult to open and doesn’t offer as much air as other portable fans I’ve tried,
,B07MGTL6L9,R1CEAWYZ1NPG45,1.0,Didn't work. Sent back for credit.,
,B0C58N5J9Q,R1CEUCIIXWBAU9,5.0,I like the adapter with the sturdiness of the cord.,
,B07KS1MY35,R1CIRR5XR5J0B7,5.0,good product. Received overnight,
,B00E4GACB8,R1CN7QIJJSBCBW,4.0,"The product worked great. In about 2 days I saw a large reduction in the population of ants inside my house. After that I no longer see them walking around.  The only complaint is the twist top breaks apart unevenly and is difficult to open, which leads to some spillage of the contents.",
,B00YFTHJ9C,R1CNEQP05L5D4E,5.0,We have had this shredder for about a month and so far it works great. The other $15 one I bought more than 10 years ago and finally died (probably my fault). What I like about this one is you know the level of shredded paper so it’s obvious when to empty.,
,B0CX23V2ZK,R1CNVZBQZGA153,5.0,Que decir de esta maravilla es mac solo eso se puede decir,
,B06XSB4M8J,R1CPKXR1ROIREZ,5.0,This is the best sublimation paper I have found so far. The only brand I purchase. I have several sizes I use. Vivid colors on my products.,
,B09PRB1MZM,R1CPPYZL52OS1E,1.0,We could not get them to link up and work.,
,B0CX23V2ZK,R1CQXUDIBKP99G,5.0,I love Apple products This did not disappoint,
,B004G9C0SQ,R1CRKAMASWVDM3,5.0,Has a great smell both when it's burning and when it's not.,
,B0BR41SJYD,R1CRKV3SD101FW,4.0,It arrived with a little dent on the lid but other than that it was great,
,B071RVW4ZY,R1CSS4N0301O6Y,5.0,Actually fits our king bed - love the color and feel not sure about the cooling aspect but I have hot flashes lol,
,B08412HXK9,R1CSY36MR3AL1C,1.0,"Ran great for the first few documents but the print quality started getting lines and evidence of dirty printing heads only 20 or so pages in. I kept running the printer head clean and secondary clean cycles, nothing helped. The hp smart software indicated the ink still had over 50% left but all my documents kept printing with streaks of missing ink and lines missing. I even tried physically wiping down the printer heads after with a qtip. I spent all this money on the official hp ink and official hp paper to avoid this mess and I think the knock offs would have lasted longer at this point.  Since I had it stored for a few months before installing, I'm past the return window.",
,B0B1HJ666G,R1CT2DBGGQY2YI,5.0,This product has been amazing. It charges fast and the cord length is perfect. Only thing I have an issue with is the bulkiness of the cube. It’s bigger than I was expecting it but other than that this product is great!,
,B01BYKUI9C,R1CTX86ZSTW076,4.0,Great value for the money,
,B0B1VQ1ZQY,R1CUKWZIWL816G,1.0,I am tired of massage the screen to turn on when it goes to dark mode.,
,B07L4JCG7T,R1CUP7CPYOFHA4,4.0,"Side came quite crumpled. But otherwise beautiful and sturdy, my pen doesn't show either. At least too much. Stickers work fine on it, I already have my Lady of Guadalupe sticker on it!",
,B09D8T11YS,R1CV2O5L4G6BRD,5.0,"Easy to use, works exactly as I had hoped. Very inexpensive too.",
,B0B1L6R9NN,R1CVOGLKCPABP1,5.0,"Es un muy buen producto. Es estable, estético ocupa poco espacio y es económico. Recomendado",
,B08R67QLTM,R1CVOMH2Z9I5L3,5.0,N/A,
,B07N3G1P55,R1CW1H9WVO4GJC,1.0,The ink cartridge came with no plastic around it. The orange thing was in the box but not attached. I got black ink all over my hands and inside the box it came it. Usually these cartons with protective plastic around them. The colored ones I order with it arrived sealed.,
,B0B3SQK74L,R1CW3FCFVMP1R8,5.0,"The setup of the router was painless, as well as the WIFI extenders. Refining the signal to ensure I have good coverage all of the bands took more time, and required me to call the support team. The support was very good, he helped me navigate the tool to refine the best signal.  Thank you.",
,B084GTH5LL,R1CXJQQP7YSA7P,5.0,I tried several WiFi extenders before this set and these things are awesome! I’m very happy!!!😊,
,B06X421WJ6,R1CZWK4JVVBP69,4.0,"They feel a little cheap, but they're sturdy enough for all my clothing needs. I like that gave options for larger quantities, and for different colors.",
,B07HF6YDYV,R1D0C127O68G9H,4.0,I like these nozzles. The reason for the 4 star rating is because I could not get one of the nozzles to stop leaking where it was hooked to the hose. Ended up having to get a different washer. Then it worked great.,
,B07W65KFG6,R1D0EYP64JD7NX,5.0,My mom loved this for Christmas! My goal was to make her cry so mission accomplished!,
,B09TRF4LM9,R1D0NDRKCHBUMY,3.0,"Only lasted under two years, just had to get it replaced with a new one from another brand last week.",
,B0B3CDZLTB,R1D2QLA8SOPPCF,5.0,She has been very happy with memory and speed so far,
,B004S0PGN4,R1D33UA6XOWP57,5.0,"These are really nice garden tools and I expect they will last a long time. They are comfortable to hold and work with, and are very sturdy and solid. I got tired of buying poor quality tools and having to replace them each season. I am very happy with these Fiskars 3-in-1 garden tool set!",
,B07L4JCG7T,R1D3GP4AX4SPI7,5.0,Good size and good quality,
,B086WNKLTM,R1D4L6PQW6NCYQ,5.0,These bags have a high quality material with tough zippers. I believe they will last quite awhile. I’m never buying bins with lids that get lost again!,
,B083LGC771,R1D5HQM9R1RCDH,2.0,Very poor quality. Difficult to separate through perforated line,
,B00464740A,R1D6UVDT7C0457,4.0,Like the tape. Don’t like the dispenser.,
,B0000DH8HQ,R1D6VH1O55KQVO,5.0,I will ALWAYS buy this tape. The Amazon comparison doesn't hold anything. Keep with the brand that stands by quality each and every time.,
,B08H8ZLKKK,R1D7J6FUBH4SFM,5.0,It replaced a far more expensive ASUS. I like it's excellent direct interface from a wired computer. I do not use the web app but have (it's OK I guess),
,B099Z93WD9,R1D7MSV7M76Y5F,2.0,As soon as I received it I decided to send it back. I DID NOT GET A FULL REFUND. VERY DECEIVING WAY OF HANDLING THE RETURN.,
,B09D8T11YS,R1D7N2576H29EQ,1.0,"We have purchased 2 frothers, which both broke. The first one broke within the first few weeks. The 2nd one broke within the first week.  We attempted to reach out multiple times to get it replaced with the “lifetime warranty”.  I received an email that we would be getting a new one. The item never arrived. I have tried reaching out again with no response.  I don’t buy the “lifetime warranty” and 2 products breaking so quickly isn’t worth it to me. Spend a little bit extra and get something of good quality",
,B0C3FTCYZL,R1D818ZL3OUEU3,5.0,If you don’t use these get them asap. Best thing ever!!,
,B001CE8JPQ,R1D8O0K9L082OP,3.0,This little machine looks like it will be useful once I figure out how to load it. No directions included and the plastic fasteners are not very sturdy.,
